woww	wow
temen	teman
ky	kaya
muke	muka
gile	gila
pede	percaya diri
bgd	banget
ujung2	ujung-ujung
jd	jadi
lg	lagi
d	di
aj	saja
dalem2	dalam-dalam
kgak	kagak
d	di
bahas2	bahas-bahas
jg	juga
ud	sudah
k	ke
dy	dia
skrg	sekarang
mslh	masalah
woles	selow
aj	saja
jd	jadi
spt	seperti
km	kamu
hianatin	khianati
dr	dari
org	orang
yg	yang
tdk	tidak
halangin	halangi
dg	dengan
iyuh	ih
bngt	banget
knp	kenapa
iyuuuhhhh	ih
gaje	enggak jelas
jgn2	jangan-jangan
gk	enggak
gabakal	enggak bakal
gitu	begitu
aja	saja
yg	yang
org	orang
jga	juga
klo	kalo
emang	memang
adapin	menghadapi
ga	enggak
bnyak	banyak
emang	memang
ngehakimi	menghakimi
gw	gue
yg	yang
th	tahun
aja	saja
ngerti	mengerti
gmna	bagaimana
ngejuangin	memperjuangkan
gimana	bagaimana
dipojokin	dipojokkan
aja	saja
kek	kayak
idup	hidup
udah	sudah
bener	benar
gw	gue
yg	yang
bacotin	bacoti
udah	sudah
berati	berarti
dripada	daripada
kebangetak	kebangetan
klo	kalo
gak	enggak
tangkep	tangkap
jg	juga
d	di
gitu	begitu
dipake	dipakai
bt	buat
ngomong	mengomong
gitu	begitu
sadis2	sadis-sadis
cowo	cowok
yg	yang
ga	enggak
maksir	menaksir
udh	sudah
tp	tapi
tetep	tetap
hebatt	hebat
nerima	menerima
yaa	ya
liht	lihat
dr	dari
pndang	pandang
aja	saja
sbagai	sebagai
pmbelajaran	pembelajaran
jugaa	juga
orng	orang
yg	yang
bgt	banget
bgt	banget
gak	enggak
ngejelek	menjelekkan
yg	yang
maslah	masalah
pake	pakai
mmperbaiki	memperbaiki
aja	saja
ud	sudah
jd	jadi
krn	karena
klo	kalo
utk	untuk
temenan	berteman
sm	sama
mb	mbak
aja	saja
yg	yang
nahan	menahan
yg	yang
jd	jadi
jd	jadi
yg	yang
ga	enggak
pnya	punya
ga	enggak
pny	punya
ga	enggak
pny	punya
udh	sudah
ngerebut	merebut
yg	yang
ga	enggak
pny	punya
dr	dari
kafeh	kafe
remang2	remang-remang
mlh	malah
nusuk	menusuk
dr	dari
tinggl	tinggal
dirmh	dirumah
lg	lagi
mlh	malah
yg	yang
dr	dari
tp	tapi
gak	enggak
ngaku	mengaku
gmn	bagaimana
mbaa	mbak
gak	enggak
mnta	minta
klo	kalo
gt	begitu
byk	banyak
yg	yang
temen	teman
nangis	menangis
aja	saja
pantes	pantas
lbh	lebih
dri	dari
knp	kenapa
yg	yang
kale	kali
yg	yang
iyuuhhh	ih
yg	yang
cwo	cowok
udah	sudah
yg	yang
udah	sudah
mnjadi	menjadi
ktika	ketika
dipuja2	dipuja-puja
ga	enggak
kam	kamu
cwe	cewek
smoga	semoga
km	kamu
ngrasain	merasai
yg	yang
rasain	rasai
tp	tapi
aja	saja
nonton	menonton
aja	saja
org	orang
pesen	pesan
aja	saja
karna	karena
ngurusin	mengurusi
yeeee	ya
ityl	itil
hbs	habis
gara2	gara-gara
kyak	kayak
marah2	marah-marah
ma	sama
gw	gue
emang	memang
wenak	enak
sukak	suka
ngarang	mengarang
bnr	benar
donk	dong
gara2	gara-gara
bgt	banget
hdp	hidup
ngga	enggak
kek	kayak
gini	begini
ngehina	menghina
aja	saja
jg	juga
kelas'a	kelasnya
hadeeehhh	aduh
yg	yang
gak	enggak
jing	anjing
lg	lagi
abal"	abal-abal
kecil"	kecil-kecil
ori	orisinal
bgt	banget
smua	semua
yg	yang
gtu	begitu
kenceng	kencang
jd	jadi
jd	jadi
kek	kayak
gtu"an	begitu-gituan
klo	kalo
gmanapun	bagaimanapun
tetep	tetap
aja	saja
trims	terima kasih
yah	ya
kr	kira
td	tadi
nenek2	nenek-nenek
taux	taunya
cepet	cepat
pantes	pantas
aja	saja
liat	lihat
urat2nya	urat-uratnya
ketarik	tertarik
emang	memang
ngorbanin	mengorbankan
eksprsi	ekspresi
gitulah	begitulah
klo	kalo
yg	yang
gtu	begitu
ga	enggak
ga	enggak
kyk	kayak
klo	kalo
yg	yang
foto"	foto-foto
mamas	mas
klo	kalo
ngilangin	menghilangkan
jg	juga
ajah	saja
gada	enggak ada
bandingin	bandingkan
yg	yang
tua2	tua-tua
ajah	saja
bgt	banget
kasian	kasihan
cantik2	cantik-cantik
yg	yang
ketarik	tertarik
pake	pakai
terus2an	terus-terusan
cepet	cepat
udah	sudah
udah	sudah
gak	enggak
liat2	lihat-lihat
sampe	sampai
liatnya	lihatnya
waduhh	waduh
bawa"	bawa-bawa
badingkan	membandingkan
mba	mbak
gtu	begitu
yah	ya
sampe	sampai
gmana	bagaimana
gtu	begitu
kyk	kayak
aja	saja
sy	saya
udah	sudah
ga	enggak
yah	ya
aja	saja
klo	kalo
klo	kalo
aja	saja
udah	sudah
yahh	ya
bgmana	bagaimana
udah	sudah
aja	saja
ga	enggak
sy	saya
ngakak	mengakak
sy	saya
ga	enggak
ngehina	menghina
mba	mbak
aja	saja
yg	yang
gini	begini
yg	yang
ga	enggak
ngurus	mengurus
ga	enggak
org	orang
klo	kalo
yg	yang
trus	terus
yg	yang
yah	ya
lanjutin	lanjutkan
aja	saja
org	orang
yg	yang
byk	banyak
krn	karena
org	orang
yg	yang
byk	banyak
org	orang
yg	yang
ributin	meributkan
cwo	cowok
cwo	cowok
brantem	berantem
gara2	gara-gara
belain	membela
kek	kayak
gitu	begitu
keliatan	kelihatan
lipetan	lipatan
kek	kayak
gitu	begitu
keliatan	kelihatan
lipetan	lipatan
ngomong	mengomong
yg	yang
g	enggak
ampuun	ampun
yya	ya
sya	saya
mba	mbak
fto	foto
sm	sama
nenek"	nenek-nenek
bneraan	benaran
kageeet	kaget
sangaaattt	sangat
rmbuut	rambut
nenek2	nenek-nenek
gataunya	enggak taunya
km	kamu
nt	nanti
walik	balik
sma	sama
emg	memang
oma2	oma-oma
kirain	mengira
skrng	sekarang
bgt	banget
knp	kenapa
d	di
kyk	kayak
nenek2	nenek-nenek
in	ini
kellen	kalian
y	ya
beneran	benaran
mbk	mbak
kyk	kayak
sm	sama
nyerocos	mencerocos
aje	saja
ibuk2	ibu-ibu
gak	enggak
ngomenin	mengomentari
iseng2	iseng-iseng
aja	saja
tp	tapi
gk	enggak
nyangka	menyangka
makasih	terima kasih
yaaa	ya
ga	enggak
udah	sudah
niyyyyhhhh	nih
yg	yang
besarin	membesarkan
yg	yang
yg	yang
yg	yang
cantik2	cantik-cantik
mlah	malah
kek	kayak
gak	enggak
sexi2	seksi-seksi
blh	boleh
pkai	pakai
blik	balik
kk	kakak
cb	coba
kenape	kenapa
yg	yang
kkak	kakak
syg	sayang
jgn	jangan
ladenin	meladeni
org	orang
yg	yang
bkin	bikin
kkak	kakak
jdi	jadi
skit	sakit
hat	hati
kkak	kakak
syg	sayang
kkak	kakak
bnyak	banyak
kkak	kakak
jilbabnye	jilbabnya
kk	kakak
ledkin	meledeki
tpi	tapi
yah	ya
digabtikan	digantikan
yg	yang
skrg	sekarang
jng	jangan
ngumung	mengomong
dikemanain	dikemanakan
ilang-in	hilangkan
udh	sudah
bener	benar
pake	pakai
dri	dari
pda	pada
ga	enggak
pke	pakai
ny	nya
ga	enggak
ga	enggak
prinadi	pribadi
org	orang
lahh	lah
luh	lu
yep	ya
dri	dari
u	lu
ngaku"	mengaku-ngaku
aja	saja
helooooo	halo
ngaku	mengaku
aja	saja
gak	enggak
u	lu
loe	lo
emang	memang
yaa	ya
rempong	repot
org	orang
sndiri	sendiri
ud	sudah
bener	benar
aja	saja
masi	masih
aja	saja
palingann	palingan
berjinah	berzina
munaafikk	munafik
urusn	urusan
org	orang
mw	mau
pk	pakai
kaga	kagak
benar2	benar-benar
aja	saja
mba	mbak
gak	enggak
dg	dengan
saudra	saudara
trganggu	terganggu
kk	kakak
bhijab	berhijab
lgi	lagi
rmbut	rambut
km	kamu
dn	dan
yuu	yuk
dlm	dalam
hri	hari
lepasin	melepas
pokonya	pokoknya
lucuuuu	lucu
d	di
smentara	sementara
ka	kak
d	di
aja	saja
d	di
yg	yang
ka	kak
ga	enggak
ka	kak
ka	kak
dengerin	mendengarkan
org	orang
biarin	biarkan
yg	yang
kaka	kakak
d	di
ka	kak
ka	kak
kaka	kakak
yg	yang
kaka	kakak
org	orang
kaka	kakak
pdhl	padahal
waduhhh	waduh
kasian	kasihan
org2	orang-orang
yg	yang
ursan	urusan
org	orang
sudab	sudah
dwsa	dewasa
pnya	punya
agma	agama
ap	apa
yg	yang
jd	jadi
jgn	jangan
rpt2	repot-repot
sbr	sabar
aja	saja
y	ya
ngaji	mengaji
yg	yang
yg	yang
nmr	nomor
yg	yang
romantiz	romantis
ituu	itu
tdk	tidak
murmer	murah meriah
pensaran	penasaran
dapet	dapat
aja	saja
kepoin	kepoi
baru2	baru-baru
tlp	telepon
bosaan	bosan
udah	sudah
pake	pakai
gak	enggak
yuukk	yuk
kitaaa	kita
ga	enggak
konsul	konsultasi
gak	enggak
yok	yuk
lainnyaa	lainnya
jt	juta
perbulannn	perbulan
penyebab2	penyebab-penyebab
ko	kok
lg	lagi
mba	mbak
tp	tapi
nyupir	menyopir
ko	kok
blm	belum
tdk	tidak
yukk	yuk
dn	dan
cpt	cepat
steess	stres
gara"	gara-gara
jngan	jangan
kwatir	kawatir
tengah2	tengah-tengah
duetin	duet
dongg	dong
kyk	kayak
duetin	duet
dongg	dong
mudaa	muda
sm	sama
ajah	saja
dapetin	mendapati
tdk	tidak
nyari	mencari
ga	enggak
gini	begini
bgt	banget
sebenernya	sebenarnya
mrka	mereka
skrg	sekarang
dgn	dengan
skrg	sekarang
silsturahmi	silaturahmi
jg	juga
tdk	tidak
yg	yang
dgn	dengan
ank2nya	anak-anaknya
tdk	tidak
ank	anak
yg	yang
yg	yang
tdk	tidak
yg	yang
sdh	sudah
sgt	sangat
mrka	mereka
ultahnya	ulang tahunnya
dgn	dengan
ank2nya	anak-anaknya
tdk	tidak
dijkt	dijakarta
tdk	tidak
may	mau
tdk	tidak
bs	bisa
sebenernya	sebenarnya
cums	cuma
yg	yang
bs	bisa
jg	juga
bs	bisa
dgn	dengan
undangan2	undangan-undangan
jd	jadi
bener2	benar-benar
dgn	dengan
bgt	banget
dlm	dalam
past	pasti
sgt	sangat
kgn	kangen
wktunya	waktunya
dr	dari
anknya	anaknya
krn	karena
tdk	tidak
krn	karena
blg	bilang
byk	banyak
yg	yang
tp	tapi
wktunya	waktunya
yg	yang
blm	belum
sebenernya	sebenarnya
klo	kalo
krn	karena
jd	jadi
kluarga	keluarga
ayukk	yuk
gk	enggak
ngucapin	mengucapkan
ultah	ulang tahun
kaka	kakak
yg	yang
bru	baru
udah	sudah
nntn	menonton
bgus	bagus
bgt	banget
filmny	filmnya
dapet	dapat
nari	menari
sampe	sampai
nangis	menangis
liat	lihat
udah	sudah
nonton	menonton
sukak	suka
pengen	pengin
nonton	menonton
kl	kalo
yg	yang
blm	belum
ntn	menonton
uda	sudah
nonton	menonton
ntn	menonton
blm	belum
ntn	menonton
nobar	menonton bareng
udah	sudah
kemariin	kemarin
yaaaa	ya
makasih	terima kasih
liat	lihat
d	di
lagiiii	lagi
knpp	kenapa
udh	sudah
ga	enggak
ad	ada
lggi	lagi
lma	lama
gaprgi	enggak pergi
nnton	menonton
aaahh	ah
lagii	lagi
klau	kalau
d	di
makasih	terima kasih
yaa	ya
ga	enggak
yaa	ya
makasih	terima kasih
yaaa	ya
iyaaa	iya
yaa	ya
ndak	indak
pa2	apa-apa
maen	main
tgl	tanggal
dtunggu	ditunggu
ngga	enggak
bkin	bikin
baper	bawa perasaan
masa2	masa-masa
thn	tahun
gak	enggak
kepikir	terpikir
gak	enggak
nonton	menonton
liat	lihat
bgt	banget
aja	saja
liat	lihat
liat	lihat
ad	ada
tp	tapi
seruuu	seru
kaka	kakak
bgt	banget
lucuuuu	lucu
bgt	banget
nonton	menonton
bgt	banget
bagusss	bagus
bgt	banget
sampe	sampai
nonton	menonton
kek	kayak
jg	juga
bgs	bagus
thn	tahun
udh	sudah
ade	adek
emeshh	gemas
th	tahun
kaya	kayak
udah	sudah
astagaaaaaa	astaga
thn	tahun
ka	kak
kaka	kakak
pacarn	pacaran
bgni	begini
ktg	kita
th	tahun
aja	saja
pacaranya	pacarannya
udah	sudah
bgt	banget
mbaak	mbak
gitu	begitu
ka	kak
kka	kakak
ngalah	mengalah
de	dek
klo	kalo
yg	yang
udh	sudah
th	tahun
kek	kayak
gini	begini
bru	baru
ngucapin	mengucapkan
pacarane	pacarannya
rusakkk	rusak
udah	sudah
th	tahun
ehh	eh
yaaampunnn	ya ampun
th	tahun
th	tahun
gini	begini
ga	enggak
aja	saja
kaga	kagak
inii	ini
taun	tahun
yg	yang
thn	tahun
tuwek	tua
mukae	mukanya
ultahe	ulang tahunnya
yaaa	ya
bgtt	banget
thn	tahun
tp	tapi
udh	sudah
udh	sudah
mlh	malah
kliatanya	kelihatannya
thn	tahun
apaa	apa
udh	sudah
ky	kaya
q	aku
liat	lihat
bingiit	banget
pcaranya	pacarannya
udah	sudah
kyk	kayak
taon	tahun
uda	sudah
bermaksut	bermaksud
tp	tapi
karna	karena
emang	memang
tampialannya	tampilannya
nikaah	nikah
aja	saja
thn	tahun
udh	sudah
anak"	anak-anak
lha	lah
kek	kayak
gini	begini
pankapan	kapan-kapan
gpp	enggak apa-apa
keliatan	kelihatan
pake	pakai
kl	kalo
yg	yang
ngumbar	mengumbar
dhpusin	dihapuskan
smua	semua
tteh	teteh
bsa	bisa
istiqomah	istikamah
aamiin	amin
wihh	wih
gak	enggak
nyangka	menyangka
bangett	banget
ga	enggak
nyesel	menyesal
dehh	deh
cepet	cepat
yg	yang
ga	enggak
aja	saja
semangaatt	semangat
mudah2	mudah-mudah
dlm	dalam
liat	lihat
udah	sudah
mnutup	menutup
yg	yang
rb	ribu
dgn	dengan
msh	masih
yg	yang
blm	belum
apus	hapus
gak	enggak
aja	saja
hub	hubungi
saranin	menyarankan
pake	pakai
naek	naik
ka	kak
pake	pakai
ka	kak
tehh	teh
lbih	lebih
pake	pakai
hijabb	hijab
dapet	dapat
ttp	tetap
yaa	ya
mksh	terima kasih
udh	sudah
nyaranin	menyarankan
pake	pakai
dr	dari
skrng	sekarang
ja	saja
mksh	terima kasih
ka	kak
yah	ya
udah	sudah
saranin	menyarankan
udah	sudah
makasih	terima kasih
yah	ya
ka	kak
ka	kak
bngatt	banget
kaaa	kak
pake	pakai
liat	lihat
fto	foto
kk	kakak
trus	terus
dii	di
yah	ya
kk	kakak
ooh	oh
fto	foto
yg	yang
g	enggak
pke	pakai
d	di
hapusin	hapuskan
y	ya
lohhh	loh
syg	sayang
skali	sekali
kaka	kakak
ngeuh	engah
klo	kalo
th	tahun
yaah	ya
nnti	nanti
d	di
yg	yang
ka	kak
smoga	semoga
yaa	ya
mbaa	mbak
sneng	senang
liat	lihat
kyk	kayak
mbaa	mbak
mutusin	memutuskan
bwt	buat
lbh	lebih
lg	lagi
ngapus	menghapus
fto2	foto-foto
sblm	sebelum
awl	awal
dr	dari
mmg	memang
hrus	harus
trs	terus
sll	selalu
d	di
smoga	semoga
d	di
d	di
trus	terus
bngkit	bangkit
mncoba	mencoba
lbh	lebih
smoga	semoga
ttp	tetap
skli	sekali
lg	lagi
bingit	banget
dapetin	mendapati
dri	dari
slmt	selamat
smoga	semoga
mmg	memang
tdk	tidak
tpi	tapi
yg	yang
org	orang
waww	wow
mantapp	mantap
pake	pakai
gituan	begituan
cobaaa	coba
gak	enggak
nyesel	menyesal
ga	enggak
cobaa	coba
aja	saja
buktiin	membuktikan
ga	enggak
ngebuktiin	membuktikan
wahhh	wah
mba	mbak
mutuain	memutuskan
udh	sudah
smw	semua
foto2	foto-foto
yg	yang
blm	belum
pake	pakai
ttp	tetap
mba	mbak
geuliiiiiiis	geulis
euyyyyy	euy
dlm	dalam
ntar	entar
ga	enggak
gini	begini
engga	enggak
widihh	idih
bingit	banget
iyaa	iya
kerenn	keren
kek	kayak
gitu	begitu
uuh	uh
pengen	pengin
dr	dari
td	tadi
ngomongin	mengomongkan
kek	kayak
gini	begini
ngakak	mengakak
udah	sudah
kek	kayak
tp	tapi
emg	memang
ngirim	mengirim
ngidam	mengidam
waah	wah
sampis	sampah habis
emang	memang
gt	begitu
maapin	maaf
yak	ya
ngebala	bala
mampuussss	mampus
bgt	banget
diihhhh	dih
bgt	banget
hrusnya	harusnya
sabal	sabar
udahlah	sudahlah
kauuuu	kau
gini	begini
pengen	pengin
yg	yang
kya	kaya
gini	begini
teruss	terus
trus	terus
uhhh	uh
km	kamu
sabaro	sabar
yaa	ya
bangettt	banget
eehhh	eh
gni	begini
nyadar	menyadar
nyadar	menyadar
yg	yang
lucuuuuu	lucu
liat	lihat
bangett	banget
iiii	ih
kreative	kreatif
bangrt	banget
liat	lihat
azekkkk	asik
pinter	pintar
bngettt	banget
pinter	pintar
ga	enggak
kuaaatt	kuat
bhet	banget
bhs	bahasa
inggrisny	inggrisnya
bgt	banget
ni	ini
bangeeet	banget
bngt	banget
dgn	dengan
yg	yang
slm	salam
tmn2	teman-teman
dsna	disana
iyaap	iya
mksih	terima kasih
orang2	orang-orang
mnjadi	menjadi
nga	enggak
canyk	cantik
bner"	benar-benar
bgt	banget
udah	sudah
poko	pokok
prodac	produk
yg	yang
ga	enggak
bkal	bakal
nyesell	menyesal
dehh	deh
poko	pokok
bbrp	beberapa
yg	yang
blg	bilang
gt	begitu
ciyusss	serius
de	deh
gw	gue
liat	lihat
yg	yang
lw	lu
kmaren	kemarin
ka	kak
ni	ini
kek	kayak
cyin	cinta
bgt	banget
yaa	ya
cantikkk	cantik
bangetttttttt	banget
sexi	seksi
bundaaaa	bunda
cantinya	cantiknya
gx	enggak
kyk	kayak
kyk	kayak
cantikkkk	cantik
woww	wow
bangett	banget
ja	saja
pake	pakai
bangget	banget
baget	banget
pingin	pengin
bettt	banget
kyknya	kayaknya
subhanalloh	subhanallah
cantiiillx	cantik
bundaaaa	bunda
tetep	tetap
mudaa	muda
brapa	berapa
sihh	sih
bgt	banget
bangetttt	banget
cantikkk	cantik
bgttt	banget
alaami	alami
sabaarrr	sabar
cantiiiikk	cantik
bangeeeeetttt	banget
ciee	cie
tp	tapi
ttp	tetap
kyk	kayak
yg	yang
inii	ini
cannntikk	cantik
banggett	banget
yaa	ya
nyaaa	nya
cakepp	cakep
bgt	banget
thnan	tahunan
tpi	tapi
cuantik	cantik
bgt	banget
msh	masih
seger	segar
ky	kaya
cantikkkkkk	cantik
bangetttt	banget
segerr	segar
bangett	banget
wouww	wow
bgt	banget
cantiiikkk	cantik
bgt	banget
knp	kenapa
udh	sudah
aja	saja
gak	enggak
kya	kaya
njir	anjir
ngikutin	mengikuti
pen	pengin
gw	gue
catokin	catok
gak	enggak
catokin	catok
catokin	catok
udah	sudah
sm	sama
lg	lagi
ikut2an	ikut-ikutan
kya	kaya
jg	juga
dr	dari
jg	juga
yuukk	yuk
promil	program hamil
aminn	amin
ksh	kasih
sll	selalu
jg	juga
utk	untuk
comment2nya	komentar-komentarnya
jg	juga
teman2	teman-teman
aja	saja
yg	yang
tiba2	tiba-tiba
benar"	benar-benar
aamiin	amin
ak	aku
yukk	yuk
lohhh	loh
besar2an	besar-besaran
aja	saja
tp	tapi
klo	kalo
gak	enggak
yaaaa	ya
seneng	senang
pedes	pedas
seneng	senang
udah	sudah
rb	ribu
yaaa	ya
pengen	pengin
emang	memang
slalu	selalu
tdk	tidak
knsul	konsultasi
dg	dengan
dn	dan
dg	dengan
yg	yang
